label,youtubeid,spilt
krumping,DtdDcsp3P9Y_000035_000045,train
cleaning_gutters,prnegsgvtCs_000007_000017,train
jogging,RVDIgu_bSak_000002_000012,train
recording_music,B3NQhXaGP6M_000004_000014,train
slacklining,wmY74i5H_GM_000162_000172,train
building_cabinet,a9dt4kYBPC0_000002_000012,train
playing_badminton,tdCdUf7qOUY_000491_000501,train
playing_guitar,ejr4M4Hj_bc_000056_000066,train
vault,2Bj-a4RjF4w_000002_000012,train
flipping_pancake,IBcvJ2q09tc_000000_000010,train
playing_monopoly,_Nxs4yHVKIg_000002_000012,train
kicking_soccer_ball,fygb3aSbyZo_000037_000047,train
tango_dancing,RuYcGqogSjU_000002_000012,train
bungee_jumping,MVFx48oX00w_000035_000045,train
hockey_stop,IV34BjdfMI0_000006_000016,train
abseiling,ilaF4-FUp6s_000122_000132,train
riding_camel,lhgA6NzAv1Q_000004_000014,train
riding_camel,doCkej2uh9c_000040_000050,train
pole_vault,FEf3xYzkF_c_000002_000012,train
giving_or_receiving_award,0_r87O-US2E_000161_000171,train
holding_snake,D0ijO0AOO8k_000001_000011,train
shooting_basketball,ztf5vsSa4s0_000015_000025,train
playing_basketball,y3gSUPGlc9Y_000050_000060,train
cooking_sausages,llN6ZOpOrOs_000130_000140,train
washing_feet,4bEPr2Mtcn0_000065_000075,train
punching_bag,2tJpeDxFyf0_000007_000017,train
celebrating,qTaSBIaK7ac_000201_000211,train
breading_or_breadcrumbing,gWAozh4HDA8_000346_000356,train
making_tea,pSehfTzdxe8_000060_000070,train
kicking_field_goal,boaas5LpHuQ_000004_000014,train
finger_snapping,YDpn-FGgRZ4_000000_000010,train
finger_snapping,DHeTkv-f8kg_000004_000014,train
laying_bricks,Nhh4RrVlS9E_000139_000149,train
sled_dog_racing,ozVFlmiNRoo_000003_000013,train
playing_basketball,kFCi_Cc9_qo_000000_000010,train
gargling,LiG15LnUNvA_000015_000025,train
cleaning_windows,Uo6B9zqkxTo_000021_000031,train
hula_hooping,LJd3gqOXwlQ_000012_000022,train
wrapping_present,0LiuhIkwBfI_000033_000043,train
jogging,dsamCiwQ9Ww_000067_000077,train
cleaning_floor,Xqr_Vp02rLs_000133_000143,train
making_a_sandwich,Uay5H6MP2J0_000009_000019,train
assembling_computer,TbrlNvnv7DY_000000_000010,train
clapping,44V-35kODjM_000008_000018,train
long_jump,UPcQq34y0QQ_000052_000062,train
bartending,7M6nKkuKt2k_000031_000041,train
playing_tennis,aQ5RzdZ85cE_000013_000023,train
eating_doughnuts,p55HOYEBtic_000031_000041,train
eating_doughnuts,1QbXSzC_MQY_000051_000061,train
feeding_birds,jClBurxoLLw_000004_000014,train
grooming_horse,3mQPKkRWfRA_000058_000068,train
robot_dancing,Ph71kCuAh9E_000001_000011,train
counting_money,tOFcCoal5m0_000026_000036,train
tying_knot_(not_on_a_tie),nGrx_9-ewhc_000067_000077,train
garbage_collecting,P9UjmOHC300_000132_000142,train
tasting_food,J1UO9gmDiUE_000018_000028,train
shredding_paper,3rDg75gkelk_000002_000012,train
playing_monopoly,YT09GpOju3g_000078_000088,train
curling_hair,Tvwuise5r3g_000265_000275,train
applauding,MEJBAV_vE5k_000000_000010,train
stomping_grapes,8k17BNZ3eWg_000126_000136,train
belly_dancing,yEEDk2CMOTI_000125_000135,train
climbing_tree,e1I7VTQ8JM8_000284_000294,train
catching_or_throwing_frisbee,bVHED5grzEI_000017_000027,train
washing_hands,u_rZQ8m35Ic_000113_000123,train
kicking_soccer_ball,dRR5KqLi-Z8_000021_000031,train
massaging_back,QmAmGWVI4vc_000190_000200,train
motorcycling,Hu2Zgo5g_f4_000000_000010,train
playing_kickball,_xcFLE-L0MY_000018_000028,train
sniffing,qtH8_ncN6Gg_000531_000541,train
egg_hunting,fZKpQA5uViI_000168_000178,train
tap_dancing,fcNK1bvzjf4_000050_000060,train
eating_spaghetti,NZymfTwv6S0_000009_000019,train
hula_hooping,mw4ixCK1A5A_000003_000013,train
tossing_coin,Uah8a_77C3U_000014_000024,train
rock_climbing,L3NfVBpvt_U_000011_000021,train
slacklining,Ru_4Fs2vEMw_000089_000099,train
making_bed,Qw_KPcBevQM_000108_000118,train
testifying,Ng9_iW8VlE8_000128_000138,train
fixing_hair,JgAjtk3nK64_000125_000135,train
assembling_computer,vKIEvSl1lXI_000270_000280,train
abseiling,RaMF5rudRLQ_002699_002709,train
rock_climbing,X6Gmro2uMgc_000004_000014,train
waxing_eyebrows,_XZJlTRO_nY_000010_000020,train
bookbinding,-mOiPZGmKCQ_000036_000046,train
flipping_pancake,z7N17aTUkPQ_000057_000067,train
jogging,ROkx8GAuGD8_000109_000119,train
news_anchoring,Mhe3DvM_Kbg_000003_000013,train
arranging_flowers,QuYdKNBoU_o_000519_000529,train
sword_fighting,_W7fWjGmDxo_000092_000102,train
cleaning_windows,lThMGqh1gXw_000004_000014,train
cleaning_shoes,UB73_lKHFuU_000039_000049,train
massaging_legs,PHfqT4p6G5g_000078_000088,train
swinging_on_something,vq3Zzqe4NJA_000005_000015,train
high_jump,itSgnnjLKIY_000016_000026,train
cooking_egg,RJWJXGSuIPk_000013_000023,train
gargling,iMe85x8JhYM_000006_000016,train
water_sliding,__Fx5PVA9FI_000003_000013,train
sweeping_floor,1emxjhtqF5I_000000_000010,train
crawling_baby,PsjxW3IBrQ4_000016_000026,train
playing_trombone,w6rZk01h9ak_000154_000164,train
eating_chips,E5uvqGYPENM_000002_000012,train
biking_through_snow,v15OXyR_9Y8_000009_000019,train
massaging_back,ljXH8MqLwno_000000_000010,train
diving_cliff,Qk_lEDwMOBU_000005_000015,train
shuffling_cards,gADglZki8Tg_000007_000017,train
petting_cat,K1twCLNY79c_000019_000029,train
playing_paintball,AUz7A9_Iv_I_000011_000021,train
playing_kickball,vDXi-trlREQ_000332_000342,train
cleaning_windows,h7dS8Ex1VBU_000009_000019,train
barbequing,zkGX3Th5jn0_000004_000014,train
playing_badminton,fpuKer474Qo_000149_000159,train
catching_or_throwing_softball,4sWFwE09sSg_000003_000013,train
parkour,E6opf5tFGXk_000006_000016,train
drumming_fingers,MLWlHquYE9E_000133_000143,train
eating_carrots,AYTbJGEg9dc_000003_000013,train
rock_scissors_paper,jDFnViSc30g_000030_000040,train
marching,kZF7QC3tsJY_000000_000010,train
cleaning_floor,aVGbbZZnRqc_000011_000021,train
parasailing,c2t7Bw47GTI_000040_000050,train
hoverboarding,RY-vNvzRV5w_000168_000178,train
massaging_person's_head,ipnERlOntTQ_000031_000041,train
dribbling_basketball,L14Zcmk6yQw_000004_000014,train
reading_book,1GKU1DHuD0k_000071_000081,train
driving_car,DSL52D0cRIE_000008_000018,train
playing_volleyball,Py5rQ2l-aEY_000027_000037,train
finger_snapping,Aui1itu4iXw_000000_000010,train
hugging,9QB1VGnXcNQ_000169_000179,train
tap_dancing,4X7M6LOwz8k_000097_000107,train
skydiving,id78Y8htM0U_000346_000356,train
shaking_hands,EbdRSE8v9ao_000001_000011,train
eating_ice_cream,L9CeTZ9Lsfk_000107_000117,train
unloading_truck,csBT2iGb-XM_000201_000211,train
holding_snake,sHTPyeXNciE_000010_000020,train
hopscotch,dxaxxd03fBg_000008_000018,train
using_segway,a-awPBWIzRQ_000484_000494,train
waiting_in_line,x9q6_FD3Zl0_000006_000016,train
making_tea,bcadyyW5rPs_000268_000278,train
making_bed,PaEsP6_cCJ8_000100_000110,train
playing_recorder,fb8uwfAbEzM_000000_000010,train
playing_bagpipes,6N0u7ANK1l8_000007_000017,train
making_sushi,qTyIhmYFV-c_000043_000053,train
playing_volleyball,XshLMHVS83o_000122_000132,train
shooting_goal_(soccer),rsERHkV-a0E_000102_000112,train
tying_knot_(not_on_a_tie),5zFhkQlXcIk_000265_000275,train
skiing_(not_slalom_or_crosscountry),P960R848Y-8_000015_000025,train
crawling_baby,4k8UVoOW77k_000001_000011,train
shaving_head,WalPqXBiczw_000138_000148,train
skiing_crosscountry,nwSr1QiTvrk_000034_000044,train
catching_or_throwing_baseball,pvZzsY2zXQQ_000001_000011,train
tap_dancing,J8_1OkQSs8c_000011_000021,train
blowing_out_candles,dTsDjv5G0_A_000012_000022,train
clay_pottery_making,Jfx9odFoZ4I_000025_000035,train
tapping_pen,KMRts5Ot70E_000071_000081,train
shredding_paper,aFA-kyq3fnM_000016_000026,train
cleaning_shoes,K_0HA8h2oWw_000080_000090,train
curling_hair,ukFIqKVCl3k_000070_000080,train
swimming_breast_stroke,hp-PsMY8BSI_000038_000048,train
faceplanting,phVppFzTgkA_000002_000012,train
motorcycling,Hl9b8kR9Ask_000041_000051,train
feeding_goats,f7-JIUj1t6c_000016_000026,train
playing_badminton,5Mp6W7cYzRY_000024_000034,train
snorkeling,fU9SRLL_jDI_000132_000142,train
assembling_computer,zs5daJqJ-oA_000505_000515,train
testifying,1skLVYWLozY_000007_000017,train
riding_elephant,gNfRBwwdle8_000005_000015,train
making_pizza,8ZuwhH_QdLQ_000008_000018,train
blasting_sand,PSCxVapxV7Y_000475_000485,train
spinning_poi,Q3rM2u6K2ps_000004_000014,train
riding_elephant,ySkw5uRu_Hk_000001_000011,train
bookbinding,8N42M3bwuq0_000044_000054,train
long_jump,DMHrj0BbVO4_000000_000010,train
kitesurfing,aRTLxf-BlYA_000015_000025,train
trimming_or_shaving_beard,8cmHu3v_Rak_000263_000273,train
building_shed,Uy2zdx3OBb4_000026_000036,train
waxing_chest,Hj-xmcpPP8g_000071_000081,train
drinking_shots,l-2yQqNXDqA_000036_000046,train
shaking_head,44C5Cx_WZ1o_000028_000038,train
scuba_diving,dgPkrdiWyeI_000020_000030,train
playing_harp,Oo1BXcTqbA4_000511_000521,train
egg_hunting,rTR8Jr3knew_000069_000079,train
robot_dancing,r2Lm5FCaM-w_000006_000016,train
water_skiing,V-shFPyBi0c_000002_000012,train
bowling,c4lYD9WKFzM_000011_000021,train
jetskiing,35OY5atqXeA_000145_000155,train
hopscotch,A5rf_pKWToE_000013_000023,train
grooming_horse,UYEUyliLk74_000088_000098,train
catching_fish,Oo7nHn5tu-g_000211_000221,train
ice_climbing,O5Hrf5v-J5Q_000096_000106,train
catching_or_throwing_softball,bmmH7qY5gek_000002_000012,train
tobogganing,o1ECmqDM_j4_000007_000017,train
baking_cookies,W5IDSL5drUY_000003_000013,train
skiing_slalom,T142FC6BnZU_000351_000361,train
arm_wrestling,grn5rVKA_zc_000000_000010,train
eating_carrots,TDStjmPvclI_000002_000012,train
playing_squash_or_racquetball,tHx3ernQ5Cg_000022_000032,train
sniffing,n4etLHrtfiA_000012_000022,train
playing_ice_hockey,tN9DL8nASm4_000026_000036,train
triple_jump,cmrCL3vUDZE_000004_000014,train
massaging_legs,_cxcRS3TvKw_000393_000403,train
sanding_floor,-WxkgV-aKOM_000105_000115,train
surfing_water,spb0LPE3TGE_000001_000011,train
hockey_stop,uStF-TkThNo_000010_000020,train
somersaulting,2WdB2ik61F8_000003_000013,train
busking,wpxxw4Aicp8_000043_000053,train
blowing_out_candles,Tuen__jaklo_000012_000022,train
dancing_macarena,anMl9Xd_ekU_000034_000044,train
ripping_paper,l8ATYD2OXfg_000017_000027,train
somersaulting,LAGqRnBBIxQ_000064_000074,train
washing_dishes,KQiqS7h7TSE_000134_000144,train
hopscotch,zF4SkCilYp4_000003_000013,train
balloon_blowing,-3tVVBhz8-o_000249_000259,train
drinking_beer,rE650x72ZD0_000002_000012,train
shaving_legs,82gZv7Ik3zE_000002_000012,train
cleaning_shoes,hLr5SbmB7Fc_000004_000014,train
push_up,DFaP6BW2mKA_000000_000010,train
snatch_weight_lifting,OpJImHMIgkE_000006_000016,train
bobsledding,6EMm7Dv71Yc_000042_000052,train
snatch_weight_lifting,gBhiq0Trfzo_000012_000022,train
checking_tires,TLbz4OycFoM_000172_000182,train
tap_dancing,wvbFqsO0nAs_000015_000025,train
hockey_stop,mTmxT7ZE9Rk_000005_000015,train
waxing_legs,cdMPiqZ-jpc_000486_000496,train
playing_harp,gaZBgCnPzkA_000250_000260,train
news_anchoring,m3gcjUHzxZI_000697_000707,train
blowing_leaves,7qcY2TmH0Ak_000134_000144,train
spray_painting,LSFbinoDV4o_000002_000012,train
rock_scissors_paper,bXx14tjQxVE_000012_000022,train
clay_pottery_making,wlNZZS9c5fw_000020_000030,train
bandaging,PKEWugBd0-w_000015_000025,train
riding_camel,jPNoDkIb5q8_000046_000056,train
throwing_discus,ru9bjt7ewCw_000000_000010,train
braiding_hair,3cg-xkYTAK4_000202_000212,train
golf_driving,hekODnbiRW4_000212_000222,train
tasting_food,cNRauLS78NM_000120_000130,train
air_drumming,byw51Crt6r8_000255_000265,train
tasting_beer,KS2blgjuzwY_000016_000026,train
bobsledding,SLPpCxkz96o_000045_000055,train
petting_animal_(not_cat),jSTcjlgj6fg_000108_000118,train
sharpening_pencil,o8LeLDiuS_o_000064_000074,train
riding_scooter,3B7jyN8N12k_000002_000012,train
sled_dog_racing,qdDNOzYtcQs_000001_000011,train
washing_hair,XjjwM7KG3g8_000138_000148,train
flying_kite,J1nVeqoQTNM_000087_000097,train
yoga,nyuoWnMZsb8_000611_000621,train
applauding,DUNRT6xMk-Q_000072_000082,train
surfing_crowd,4oOZyc1dmcQ_000005_000015,train
clapping,0CbRsHZGrPA_000046_000056,train
barbequing,6YaVArvKanU_000156_000166,train
holding_snake,4NTGeHgXrgY_000031_000041,train
rock_climbing,H_BqQxrARdE_000056_000066,train
chopping_wood,x7sOEOYM2mg_000002_000012,train
blowing_nose,ysmB1lpqM3o_000036_000046,train
long_jump,vcOuoVIEM9Q_000026_000036,train
snowmobiling,c6g0mRUQbuA_000007_000017,train
planting_trees,-aI7ye0yxTo_000064_000074,train
kissing,Bv4xBedbC3Y_000002_000012,train
opening_bottle,QZPZ8p9eNDs_000029_000039,train
playing_flute,7M3FGA9nyJQ_000073_000083,train
kicking_soccer_ball,Rp6Y79BUOYw_000004_000014,train
playing_xylophone,KO3LPRz5o20_000081_000091,train
doing_laundry,wTxl9_he1BA_000018_000028,train
drinking_shots,1Uw8hT3pS5A_000177_000187,train
scrambling_eggs,yWXzx7dfWAE_000197_000207,train
somersaulting,CGGVNOeaWR8_000009_000019,train
making_sushi,qPDcUhWraOo_000002_000012,train
blowing_nose,jwDMIYq3o58_000008_000018,train
flipping_pancake,DwughryDfBo_000006_000016,train
springboard_diving,iwHZqcYwZYU_000004_000014,train
shaving_head,zvc0qUBKiEU_000090_000100,train
recording_music,CAobKilLiKE_000000_000010,train
playing_trombone,pEli-7_Y9KE_000001_000011,train
dancing_gangnam_style,WvOmZagkVAw_000048_000058,train
clean_and_jerk,HDVEEEQAL5w_000000_000010,train
tobogganing,adslCoIteYE_000002_000012,train
frying_vegetables,hcCKA51ePPE_000441_000451,train
krumping,OciMiYUy9rA_000016_000026,train
shooting_goal_(soccer),wBkqprlLz7Q_000007_000017,train
skydiving,oXzCkWBWkqM_000003_000013,train
dancing_gangnam_style,ylISvfYHv5s_000004_000014,train
bandaging,rduLRkLW57s_000206_000216,train
snorkeling,j1QAQhC0y0A_000135_000145,train
wrapping_present,WVB7Az9b7eA_000076_000086,train
brushing_hair,3indLuPki9A_000000_000010,train
weaving_basket,DVijqVDBmmY_000194_000204,train
building_shed,lt18yAX2d_U_000099_000109,train
shuffling_cards,4wAx5U7IKuU_000013_000023,train
eating_spaghetti,qUWdCzQdiDc_000017_000027,train
swinging_legs,dt_otrrFbPQ_000008_000018,train
playing_trombone,pnApk-_mauQ_000000_000010,train
watering_plants,3075Va8CXY8_000016_000026,train
grooming_horse,z_PW3c4aoLk_000048_000058,train
playing_paintball,B3yZH_mZIx4_000392_000402,train
weaving_basket,u3I1OZI9IBE_000285_000295,train
tickling,f11mIrs9Mqs_000077_000087,train
triple_jump,TbpuT5mowV8_000012_000022,train
washing_feet,DOkXiAMV2AU_000022_000032,train
faceplanting,DtwGu-OHk2k_000003_000013,train
playing_monopoly,OlolmVAp6vs_000018_000028,train
playing_didgeridoo,ADxlzLXFOVQ_000019_000029,train
air_drumming,ITRR8WcG58g_000013_000023,train
playing_paintball,QtcYgkC_FuI_000267_000277,train
situp,xlvgZVPjKhQ_000003_000013,train
exercising_with_an_exercise_ball,OkqAoRGnhQI_000017_000027,train
barbequing,jhnavUwPOqo_000210_000220,train
playing_cricket,mkFK4JOR7qs_000024_000034,train
eating_burger,3Fcc4eZw-Yw_000005_000015,train
juggling_fire,7l1icZLwJvw_000008_000018,train
skiing_slalom,Eb9dA9Vlh7g_000320_000330,train
paragliding,MAnNhjb0UQM_000444_000454,train
scrambling_eggs,nMsFB0OoAjw_000093_000103,train
digging,NLvb9YNOonE_000059_000069,train
squat,H8CPEfjjbaY_000011_000021,train
jogging,We5I0JOM7G4_000033_000043,train
washing_hair,HjcNSoom3U8_000170_000180,train
pushing_car,L-r9XgGFhPQ_000003_000013,train
playing_cymbals,F63DqAkTI7E_000022_000032,train
washing_hands,7wrPzWuctq0_000002_000012,train
shooting_basketball,2rpYpqn9whU_000023_000033,train
diving_cliff,djvlD6lEvfg_000037_000047,train
playing_cello,Z99C2jKKQaw_000065_000075,train
bending_back,1zi7XIYwGLI_000004_000014,train
carving_pumpkin,kWJ08ksAULM_000053_000063,train
milking_cow,Qc844fG6hvA_000095_000105,train
tapping_guitar,lIWeDi819t8_000128_000138,train
sniffing,vYhaNvum3Bk_000072_000082,train
making_snowman,C2-qYNFFkNo_000089_000099,train
skiing_(not_slalom_or_crosscountry),wIu0lnlX15E_000445_000455,train
cleaning_shoes,cuDH6XhEY9E_000017_000027,train
feeding_birds,5rzeTlG2Ymk_000120_000130,train
playing_guitar,5c07th9oml8_000034_000044,train
washing_feet,bwhK-tEQEjU_000177_000187,train
eating_hotdog,MBiXoIaI4wY_000010_000020,train
shaking_head,oLUcd3Ywyxk_000009_000019,train
whistling,HDOkFX4Q_xw_000060_000070,train
baking_cookies,s4A52ZqG0_0_000004_000014,train
peeling_apples,tVy4gfLPCfA_000029_000039,train
massaging_person's_head,E5Magm52Q0U_000606_000616,train
bartending,QESQHhKiGwI_000119_000129,train
cooking_on_campfire,KpIvZ2oeqS8_000017_000027,train
playing_xylophone,e8eA9mc40cI_000021_000031,train
riding_mountain_bike,jVtvXfJU_Uo_000020_000030,train
skydiving,ZnsweQOzxN0_000207_000217,train
cleaning_gutters,kvc02ovrBaY_000050_000060,train
changing_oil,Qv5_tn6T3BA_000003_000013,train
stomping_grapes,fECt8PWdgro_000086_000096,train
tying_knot_(not_on_a_tie),3553O4Fbnfg_000122_000132,train
picking_fruit,WyH4gSA0Fqg_000018_000028,train
paragliding,hX1mKr5mwGs_000036_000046,train
driving_tractor,9-Nx0fP08nA_000082_000092,train
catching_or_throwing_baseball,w_YQ3VMCkKk_000021_000031,train
blowing_nose,jpo41uPxpf4_000013_000023,train
baking_cookies,BmngYj8pnlY_000742_000752,train
rock_climbing,eY8l6hSpyR8_000028_000038,train
cleaning_gutters,xjTB3liADHU_000005_000015,train
throwing_ball,7uXAeHzz4A8_000001_000011,train
tasting_food,KNygIc1fvNc_000461_000471,train
celebrating,93_jJw4l9LU_000031_000041,train
spray_painting,Ki81-30jqb0_000248_000258,train
auctioning,qvW0prVY0CY_000337_000347,train
playing_clarinet,eWvnrMnPJI4_000315_000325,train
water_skiing,awnDtOUDZMM_000070_000080,train
scrambling_eggs,tbfviiKBMSU_000112_000122,train
baby_waking_up,0DrhyvFSKA0_000002_000012,train
squat,hpWTTmHnDds_000002_000012,train
recording_music,5SaNa2J-fws_000178_000188,train
braiding_hair,xT_r5CegyhE_000036_000046,train
shot_put,Te2ti8yU0nY_000001_000011,train
motorcycling,6uKfBfD0fmI_000000_000010,train
playing_clarinet,75zlEUTSeao_000378_000388,train
testifying,69tYQ1hdu44_000205_000215,train
playing_cello,ZSJB2Yi_iCY_000386_000396,train
washing_hands,IDLf3OjOi6M_000005_000015,train
scrambling_eggs,WeYH3R0s6Lw_000046_000056,train
rock_scissors_paper,dtzKcW8A8Ek_000018_000028,train
kicking_soccer_ball,xD-heqI-9u8_000062_000072,train
kissing,Txfc1eG2KLU_000023_000033,train
rock_climbing,72ayOZA848s_000154_000164,train
washing_hands,R3NQDcXnxXk_000024_000034,train
cleaning_pool,eLgk01XV8mA_000066_000076,train
riding_or_walking_with_horse,0Mv1_ZvyBfU_000093_000103,train
parasailing,GO4t7GgBV38_000003_000013,train
climbing_ladder,ymdfO1Dg8Nc_000007_000017,train
extinguishing_fire,OsgDZfbLXBI_000011_000021,train
swinging_legs,lJjp9gGE-O0_000003_000013,train
headbutting,RtVP7Ym2sEM_000000_000010,train
shoveling_snow,11coAznxbec_000029_000039,train
swing_dancing,LfT2fi9gkkI_000159_000169,train
digging,tYpuf8kghr8_000009_000019,train
playing_recorder,L3SpKBBJNgM_000152_000162,train
changing_wheel,Qg6PHOJtXFk_000235_000245,train
surfing_crowd,WMBVq-Yy7uQ_000010_000020,train
mopping_floor,xfeAYadvwSw_000051_000061,train
counting_money,BfJ2EYxOyPA_000018_000028,train
crying,u-oc-Eln_yc_000003_000013,train
passing_American_football_(in_game),8HE1ZFrVVsw_000000_000010,train
paragliding,fNIgQytkCXA_000190_000200,train
milking_cow,YDJXMCOgMM8_000005_000015,train
cutting_nails,2wGeFS33fRQ_000056_000066,train
answering_questions,f83_VpTz-_g_000043_000053,train
punching_bag,KEHEQav6Ld4_000000_000010,train
answering_questions,AqCV6J27onY_000484_000494,train
front_raises,Gm1AhSoO_2c_000012_000022,train
skiing_(not_slalom_or_crosscountry),frv32fRX_DA_000094_000104,train
chopping_wood,h3DMnGqt-pk_000005_000015,train
tobogganing,4I9apoqehuM_000006_000016,train
riding_camel,XuKy8v4nFck_000065_000075,train
playing_accordion,GAOdlkzRlTI_000701_000711,train
playing_clarinet,jgF1488t0L0_000042_000052,train
baby_waking_up,PlHnVnfTh4g_000004_000014,train
trimming_or_shaving_beard,ixIJgdv9e3s_000027_000037,train
sweeping_floor,sSWkMBTGm24_000106_000116,train
belly_dancing,Z-cpsrDpld0_000439_000449,train
tickling,ETR6a8yD2IY_000017_000027,train
snatch_weight_lifting,AcehkecwFiU_000007_000017,train
watering_plants,BAL-1VtWt7U_000017_000027,train
chopping_wood,JPYChdSZww8_000054_000064,train
shining_shoes,WHxPVn60XvQ_000304_000314,train
writing,eu3N-cKzcCs_000018_000028,train
jogging,6Dzs2NrpPbk_000420_000430,train
spinning_poi,3Vl7i3lM0f4_000003_000013,train
sniffing,Y4RsJ-sI864_000009_000019,train
applauding,e24p-4W3TiU_000011_000021,train
eating_hotdog,gscxx7ojb5g_000022_000032,train
side_kick,TK6Em8VbaoQ_000013_000023,train
busking,cK7QaboVklc_000154_000164,train
kicking_field_goal,RdqX3TykUNo_000069_000079,train
taking_a_shower,_FrGAUWxo3s_000217_000227,train
opening_bottle,s1T2iY0JnZo_000001_000011,train
pumping_fist,zdcT9bIyzV0_000000_000010,train
sailing,j2D3PbDmuCc_000040_000050,train
squat,qSntQyWPf-g_000000_000010,train
playing_bass_guitar,RxndohIK7BQ_000189_000199,train
eating_carrots,LOfVBssgNac_000202_000212,train
recording_music,O6oEbOLgLI8_000143_000153,train
shuffling_cards,IIw60_OyOuk_000044_000054,train
exercising_arm,tzdvVPuec1I_000003_000013,train
getting_a_haircut,IAxNNTS98A0_000008_000018,train
blowing_glass,vKFMRAmBad4_000154_000164,train
balloon_blowing,H3ipAqqbn6c_000015_000025,train
sharpening_pencil,MbOgl7RXNhs_000014_000024,train
wrestling,Yr_qe2RKaL4_000048_000058,train
pushing_cart,Tl-trCnop80_000002_000012,train
dining,xHjJfOXtQtQ_000107_000117,train
waiting_in_line,bnIR57IVdOo_000000_000010,train
shaving_legs,mmQM0bE00PY_000019_000029,train
side_kick,US7V3YQhHZc_000000_000010,train
motorcycling,jbHs7RWNwzE_000040_000050,train
playing_bagpipes,yPW8kN2TkEA_000076_000086,train
unloading_truck,OW274KTm_oU_000000_000010,train
bee_keeping,9948mv0f4Uk_000110_000120,train
swinging_legs,EJDbOG2Yqww_000007_000017,train
bowling,qFsXaUyFPI8_000008_000018,train
sticking_tongue_out,XyL6SAh61Fo_000039_000049,train
bungee_jumping,kP0NhvXg3Jo_000047_000057,train
busking,xno5LxB9QRk_000029_000039,train
playing_trumpet,B0plSdmQNHo_000010_000020,train
eating_doughnuts,S3ONOO0pGAE_000073_000083,train
balloon_blowing,lub79Xf7RU4_000027_000037,train
cleaning_windows,poyAk7iNeFc_000006_000016,train
strumming_guitar,4YrpNYifnPU_000229_000239,train
bookbinding,36L4rDCt6hI_000167_000177,train
clay_pottery_making,8u_SABU_8d0_000026_000036,train
tango_dancing,aifo3KNNDSw_000052_000062,train
waxing_eyebrows,zBmPMmnrIVM_000090_000100,train
using_segway,QsZY2aUPbHM_000012_000022,train
long_jump,tvYvfnqpZ1M_000003_000013,train
changing_oil,31hggD04X7A_000401_000411,train
playing_harp,a5TdIMHX50Y_000003_000013,train
javelin_throw,Dx8Ay1xamNg_000009_000019,train
cooking_sausages,9UJ6ClKcClQ_000354_000364,train
riding_or_walking_with_horse,0H1wFN2EqvM_000000_000010,train
folding_clothes,175eTQB7G_A_000460_000470,train
setting_table,Nn99wx8KKuo_000102_000112,train
ice_fishing,2botTVCE9dI_000021_000031,train
hopscotch,dxjAEwXreAo_000014_000024,train
milking_cow,WM8vMpeH5go_000002_000012,train
brushing_hair,sU9Rtq6QO3U_000023_000033,train
breakdancing,IW_rbtVSw3s_000000_000010,train
making_a_cake,BtOjASJbmX0_000130_000140,train
feeding_goats,ZpdA_aKu8mU_000064_000074,train
cleaning_toilet,O1yPAS2WmSw_000013_000023,train
dying_hair,u5oZwLhJDRs_000063_000073,train
disc_golfing,f7F4DfTgSGo_000293_000303,train
brushing_teeth,_HTYRYvhP8Y_000056_000066,train
feeding_fish,OrfJ9slPEqA_000151_000161,train
drinking,FfXOeAAPdOs_000040_000050,train
reading_newspaper,g_Sg8EyieBA_000002_000012,train
training_dog,yzT1mi2a0DU_000057_000067,train
wrestling,Ka3cm0Nx428_000068_000078,train
blasting_sand,A_qg12zVAjQ_000026_000036,train
making_bed,QBxZfNua2RE_000099_000109,train
dancing_charleston,NP72MbRZLEs_000151_000161,train
dying_hair,CkPAU3dcbvo_000169_000179,train
playing_squash_or_racquetball,0e2wsTr__rQ_000182_000192,train
making_a_sandwich,YAXmdAPKrvY_000235_000245,train
crying,211oY2cumIA_000043_000053,train
gargling,X3m6ugl2SkA_000001_000011,train
blasting_sand,a60jJAX1BVQ_000003_000013,train
stretching_arm,TeI6Tp69Gzs_000057_000067,train
grinding_meat,CEsQqwwEaCg_000079_000089,train
playing_tennis,wV0sjWQpa6U_000959_000969,train
weaving_basket,hBqiptB-Jdc_000024_000034,train
making_tea,Hpj4mW8LDjI_000125_000135,train
playing_organ,F2WZEvSSIbM_000387_000397,train
eating_carrots,teyYvzxxyRk_000004_000014,train
ice_skating,pr8aNoWSl40_000042_000052,train
feeding_birds,nL0aljitrU8_000026_000036,train
egg_hunting,JD7FGkUgcHE_000015_000025,train
making_jewelry,eswFsEpOpgI_000050_000060,train
folding_paper,gMT3bTHQ1Bs_000049_000059,train
massaging_legs,3c0AvPnz60s_000036_000046,train
abseiling,kdbxvRUe0-0_000004_000014,train
riding_camel,altXks0a0qY_000000_000010,train
brush_painting,KdY-R9Cw5VA_000126_000136,train
spray_painting,ND7-dXhYxp0_000029_000039,train
drop_kicking,AfnpwrwCg2A_000000_000010,train
shaking_hands,7dbHZrgcH9A_000007_000017,train
catching_or_throwing_softball,EhFrYInlNyg_000006_000016,train
eating_burger,IWsKiHak95I_000013_000023,train
peeling_apples,cHTzQmqO82g_000000_000010,train
riding_elephant,uYbQLcvfCuk_000009_000019,train
catching_or_throwing_frisbee,2Y66VOZ-wM8_000068_000078,train
